address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0xb7fc6e073f6530422e465aca70908d4651671c8a,1621514.3906882592,14644,3,1.3306900083583129,6.528243869852079,768,3374766.5915379655,494,256,122
0xc5a076cad94176c2996b32d8466be1ce757faa27,1293589.5399709302,21972,14,1.3298439669356916,5.892192739468438,3366,780175.2751755099,1376,256,393
0x29f6ac4b504af04fb5c3fe49d1deba6c098d99d1,3095110.219409283,6937,5,1.3297034065309654,4.427413344143028,2408,26754.51680460468,474,243,221
0x73b1413e861a0844d6a8f6be42c4b791e27c5de2,1779281.1734019103,9029,6,1.3296296779456493,6.330505505138882,1911,2140451.0590785393,1361,242,319
0xb66a2704a0dabc1660941628be987b4418f7a9e8,660358.7237619264,22857,7,1.3292376467393503,6.976066937833811,2963,9463829.161946485,2201,256,996
0xab499095961516f058245c1395f9c0410764b6cd,952757.1636690648,17805,3,1.3289389670588483,7.678562463805993,2603,47704841.22147035,556,253,189
0x9879406c2ef6578ceb59009d64151ef3f225830b,163885.26780268076,22268,8,1.3287139417863782,5.535026316778521,4251,342787.55774574314,767244,256,434322
0xf70c086618dcf2b1a461311275e00d6b722ef914,835298.8337912088,24384,16,1.3286023609088877,6.294376788684173,4595,1969593.3450887355,7280,256,1134
0xcccc27bafb2008f800c918ab2cd260a3b051b43c,1646426.4789473685,9734,1,1.3282790170541503,5.341749825923156,535,219658.41665671096,570,252,249
0x00c093e166fbcf30e7b7fcd0632dafe9d096b9f4,928390.1815626756,10807,2,1.3282167242822247,6.381235337803935,308,2405665.041982144,3558,255,669
0x5cb93c0ade6b7f2760ec4389833b0cccb5e4efda,747826.4526458757,11709,1,1.327614779299563,6.314178921671648,88,2061478.0313723413,19143,253,1998
0xe4fae3faa8300810c835970b9187c268f55d998f,141813.8326763963,11702,17,1.327599032516127,6.780503297530169,1005,6032581.883551844,258523,256,154583
0x27896749b31b1e1464611b13ea9b97dde50ff468,1237019.9860627179,20386,2,1.3274848934178904,6.052251911610266,1359,1127850.4743763718,287,255,179
0xd3e3d4c7e6e41f9b8ec6ef34fc133287102aef3a,1172096.7595870206,6408,2,1.3274187427583835,7.105062866071025,616,12736873.396334277,678,243,272
0x972207a639cc1b374b893cc33fa251b55ceb7c07,407135.88825300086,4744,1,1.3273394884124998,9.171738806241938,4493,1485042237.2873108,26909,233,4729
0x01fb3809de463d114b66d7e428035196cd6ae484,1585206.4884379425,6058,1,1.3269178314681103,5.714401610608789,1865,518084.70642232016,2119,243,440
0x3ad9594151886ce8538c1ff615efa2385a8c3a88,117326.52290941091,20567,15,1.3265938510334558,7.007836211533163,1501,10182072.121030023,563633,251,309190
