address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0xc609e0205bf31152102d20c40cc36b31953abd39,2463056,21526,2,1.2723622080220258,5.108288779901764,11,128317.35394857098,2,256,1
0x981b21a2912a427f491f1e5b9bf9cca16fa794e1,1214494.6954887218,17866,4,1.272344865225099,8.58606418944272,3356,385535335.2152486,266,255,164
0x318fea7e45a7d3ac5999da7e1055f5982eeb3e67,695752.7365797546,15279,1,1.2722096196965416,7.4687388746055525,1885,29426516.92840133,5216,256,3126
0x005a0cee025a1831b38a2f25e8dc35a8a5e36d1c,2462611,21526,2,1.2722058484809413,5.071390258162971,5,117865.4648936939,2,256,1
0xdc774d5260ec66e5dd4627e1dd800eff3911345c,807316.1162386303,17603,4,1.272100472227213,6.963741026462252,4814,9199007.633667914,7476,256,3366
0x905b63fff465b9ffbf41dea908ceb12478ec7601,742152.7531637067,4112,1,1.2720920704052394,9.298319424519836,22008,1987556230.7488353,37219,233,5731
0xd01607c3c5ecaba394d8be377a08590149325722,220702.41694776085,5428,2,1.2720066103759748,11.339470231619805,545979,218509453889.0708,270372,230,57656
0x672335b91b4f2096d897ca1b12ef4ec9346a5ff4,1230347.1768778851,14418,1,1.271930156593933,8.256208282047242,4782,180388264.23597175,4766,248,679
0xc4a59cfed3fe06bdb5c21de75a70b20db280d8fe,549596.25,17865,18,1.2718576605215837,10.492055456657367,13165,31049560459.558903,4,255,1
0xea4ccb743f01edc420bec6720e501aaa3beeebb0,2463601.5,21526,2,1.2718443576058784,4.9832352897747745,4,96212.33967657984,2,256,1
0xde10f5a07e52a191714aa4d9f06cdf04f827960d,2513390,21526,2,1.2716900656748367,4.876689842482726,5,75280.77363251941,2,256,1
0xd5c3240062819d34ed3aa2bd6a36d503b3744bab,649780.3868923972,16945,1,1.2716759659175818,7.151697445762347,7577,14180691.69783334,9628,255,5401
0x940ecb16416fe52856e8653b2958bfd556aa6a7e,1960931.2,19382,8,1.2716236021346066,7.828443848968012,975,67366478.00151211,115,255,59
0x629b9e70a7d32c718318d691dda5da585e468b82,1783478.5,21568,2,1.2715692555763556,6.227131455485475,87,1687062.60107705,2,254,1
0xdc24316b9ae028f1497c275eb9192a3ea0f67022,138554.91631006394,15735,8,1.2715450563721713,10.939197676025241,305996,86935604043.27101,77584,254,31707
0x897642a9dbe1dd82acfdb90d1f22f75b66a765ba,431052.45904851146,4302,4,1.2714984664688724,8.67739508689734,68273,475767844.2267021,23479,236,22571
0xefa3fa8e85d2b3cfdb250cdea156c2c6c90628f5,236439.7413985041,6300,4,1.2714282678710471,9.021115321372614,146058,1049821157.2921475,57490,249,41824
0x4e59541306910ad6dc1dac0ac9dfb29bd9f15c67,799998.8033552772,23483,1,1.271405252711491,8.893353799162986,5922,782264818.2106134,14127,255,974
0x7beb14b27a2e2eaa92b55652d954dfe607643cee,2215230.5,18660,2,1.2713645353314138,5.2372902443934,128,172698.16763784987,2,256,1
0xbeeff2c5bf38f90e3482a8b19f12e5a6d2fca757,1627571.3076923077,21808,1,1.2713544271054416,8.035964033215976,550,108633564.3287261,156,256,79
0x70bf6634ee8cb27d04478f184b9b8bb13e5f4710,192334.41145802767,21158,1214,1.2713528676285883,10.612466740019105,3286778,40970073210.731224,102234,256,16138
0x499df38a3be830a4c21611a7d3fcf78c189db36d,4127452,24480,1,1.2713210177429635,4.954818064701484,60,90118.35291666666,62,255,58
0x92be6adb6a12da0ca607f9d87db2f9978cd6ec3e,345636.3313727049,9191,146,1.2712841348136357,9.57504588189792,17887,3758771123.704809,12581,247,7911
